review_id,user_id,business_id,stars,year
Ll6R4KbBjmBCZvwi4FXVxQ,qAQjfwspeg9WvCewHLrxOQ,nQTJn9kdpU9Mns-b_qduVw,4,2011
km93tqD35eLS6R0YkiZPSg,AkIZlaQe7GUXttx_epYcfg,gGyqnAlpFrka_qzpO7j4lQ,4,2012
FtZ2rTYFeUaXWfeRh3SEGA,xckudQk_4oRMQwNp5GwggA,PYUI1OJVksGUbCrteU68bw,4,2015
05umiWdNowxAvpeSVYZzlg,PM5GkLmQOyAhYm_0gjp_XA,mmBwAe9q062vKWanRfoagQ,5,2012
DB98kJG1KXIfe78u_Gw2MQ,-OSdzm2ovEAwmz7zlxkoqg,AfassS1QI0DHsqwuof9-lA,4,2014
hdNDJP0oPlQ-99dLTa-MBQ,hjhHKl2b02DS6ssWYz_zkg,zLViSytSrWambgwGECNyZA,3,2010
9XAP-CqLWtMvqYUdIkC9vQ,cCwig3OI04K4HdOIXpnl_A,nQTJn9kdpU9Mns-b_qduVw,4,2011
U4MU3nf8byaLQrsB6j6jmg,x7d-kJvkKPjgh3t9magcmQ,PYUI1OJVksGUbCrteU68bw,5,2017
YPm6coJi4zGFEPrKALs7Uw,exDOIbSQ2S5hSwewrs1MVw,7e4Z9_qGA0Vjb8xlFC61PA,2,2011
NGbqjmluwF_jEYehRW8Rng,mqqjUd6CJwyMRXjXEGH58A,2X6HUYGV7Djr_TFX6uYebA,3,2012
5icUa1o8o6l4IYLuAOfTfA,vx0q-qRMkPpTSgTtT9L0rw,AfassS1QI0DHsqwuof9-lA,3,2012
XQ16inqBs8DbVaBf4ib_ew,rAR6Y48TaGC16sEr6Oh51A,AfassS1QI0DHsqwuof9-lA,3,2013
IPfG47E9IE2pL5T35k-ImQ,A8OMSgdQ8bgsfMs69VKSXw,PYUI1OJVksGUbCrteU68bw,4,2014
tqF-iMfClhzjGc_goIM12A,LruOyCDYa-hfSwJkOt46VA,AfassS1QI0DHsqwuof9-lA,4,2011
ep1aLYTx7vU2QCN2OrpVnA,YxzNt5W4e0He0iqFOQAICg,gGyqnAlpFrka_qzpO7j4lQ,5,2010
k7AhZORUNz4RaWMAx-hXLg,LnFvqzd441rn_y0tXr8_Qw,PYUI1OJVksGUbCrteU68bw,2,2014
-mrb4ThJmMJZY3OLKrBXmw,-oYVKBTCxKvF8DitpqTR4w,nQTJn9kdpU9Mns-b_qduVw,3,2013
N7-QMnaXY54IK0bs2ZnKvw,VBrqEGWOiueDRKkBiCMi9Q,hxGPQvQLwMQzOz72Cx8UGg,5,2017
L5gMTkVNJlzJVKL4od4cnw,xgcbjcJvhvSf6zgw9DuUkw,rjuWz_AD3WfXJc03AhIO_w,5,2016
Afq3KHN4-Vp3f8PJpF9pxg,adi9O9g6X9ksr0wxFG9Yrw,n-iPn34tLaqnq-dI8m8Bkw,4,2013
nteGNjrcvovRKX8ZnQ3BhQ,CV8aQ9nTu4_1yKtd2D38hA,gGyqnAlpFrka_qzpO7j4lQ,5,2008
Fh5FR9D6JZGnLI97BSYj4g,ei3O4gS4YaEfQW2vpDdYkA,GphyhvJ8tX-ZZ3cDxJwdZg,2,2014
G7MRym4_Tnkgp21Zo5AT-Q,JWeXuv2B9lRhiXBcIzsi2Q,MKHJy86fkFnMAhZac6wuLw,2,2010
0ox4Zb1JyQUAk8NExalCcg,xSBrMctTO8bVPz9JCM755Q,n-iPn34tLaqnq-dI8m8Bkw,1,2016
NS3Cag4Le6o5sP36EflR9Q,DpIRb-cy71vc8aMXwzERkA,n-iPn34tLaqnq-dI8m8Bkw,5,2016
LeDnf2YKoSQ-yV3v8kvYLA,ulgBCBpBmJrXxAD6N7OGJg,n-iPn34tLaqnq-dI8m8Bkw,5,2014
8TlfLaPNzlIgSEddZqyzEg,bDwnxDwJU5AQUTICKeg5OQ,gGyqnAlpFrka_qzpO7j4lQ,5,2014
upvI2H2A_bRykoXIdj9K2g,3D9WSR2FRUKzRNHg07FmPA,PYUI1OJVksGUbCrteU68bw,4,2017
LWmSEXchu74oxINnISOt1A,E4ptx5HC4y-XNdWxgJMZeQ,gGyqnAlpFrka_qzpO7j4lQ,5,2011
l2jYOJ5eg8npC1C7byAWzw,b3Z27UHz_xYVzZkEkbcQBA,NOiZcmPRZyDNSnvLo-c5Tw,5,2018
TQUOOZoaXTeUSjPxRJqsEw,5FJaTefjXCyVkbV4n8yvVw,rh3C_JK4NAoUJ-HNStvHtw,5,2016
GFXkb7QK8FCqzAyqgBBRbA,0us9bFdds4rqm117K-DCHw,PYUI1OJVksGUbCrteU68bw,3,2014
sABAm8si289m7m4N8U3Dyg,ixjptGppSmJDkO2wg-SIfQ,mmBwAe9q062vKWanRfoagQ,5,2014
1P7fG9uGNFU1wdVkv_CIqA,Pk-dihlvXRaVfE65ghVOLA,AfassS1QI0DHsqwuof9-lA,5,2013
6bEdA9W5Ej99PYrj8SJw2g,OiaQOgTtVBM-V_nl0NEW7w,gGyqnAlpFrka_qzpO7j4lQ,5,2011
8B0Ke7lz4WD41wJdKyZzsQ,HB5trhLKarXUXWCGz-SEyQ,PYUI1OJVksGUbCrteU68bw,4,2017
MrvOIyimNGMV4msTvpRRvw,_i0LGpW_NrVbnpwi1Vx8Kg,PYUI1OJVksGUbCrteU68bw,4,2017
BJKeHFK776W50AP0as_PPg,XrEpHpp7kf73SLeSpIaCMA,PYUI1OJVksGUbCrteU68bw,5,2014
8l_UH2Om2CrBlVU1XoMT1w,fEW_RkAbtUa3ZxsNWg-sig,PYUI1OJVksGUbCrteU68bw,5,2017
0QyZcZ7lvVRfJi65PQkZmQ,KdEIjzG3pWZR_uWSl2M7kw,mmBwAe9q062vKWanRfoagQ,5,2016
JBwsJz_HNYSEjMfuBxfEFw,0DB3Irpf_ETVXu_Ou9vPow,n-iPn34tLaqnq-dI8m8Bkw,3,2015
G8MhlM5skesteGz11pM-XA,Cvi8nZTwDVaQkqmmgQwQMw,mmBwAe9q062vKWanRfoagQ,5,2014
4Jhykxl_Rl-H-0wdprQ9Zw,UZxwiq3ii08rNmFCGdijWw,hxGPQvQLwMQzOz72Cx8UGg,1,2017
JbKZCZWW9bsgFyVZi9WIgQ,RgDVC3ZUBqpEe6Y1kPhIpw,AfassS1QI0DHsqwuof9-lA,3,2009
3lE86FrBSoN_AJa3cSg5DQ,Rkj1-DFdh_9mnSCnaRIYaw,nQTJn9kdpU9Mns-b_qduVw,4,2011
WcyQHHrLp2ULjlMDsZADgA,JaDhVQjcfDwTWRamW8QLkQ,_9_aqbw4ak8qFskzxHxrpQ,4,2018
MRH0vUPC9ccrgG4t7u1S7Q,7xWrRJ5kfgcQyQ3UL3fImQ,_7txbYafymgB-xqbsdWJjA,5,2015
4nBVuRXLZnytWxw5PCL1vg,GaacaTNh_rOgJO3zbfqPkw,nQTJn9kdpU9Mns-b_qduVw,4,2008
ZlA-YsJ5Uh6ct5TbHqplxA,1HchKKqxwver-wMljsJqfQ,gGyqnAlpFrka_qzpO7j4lQ,3,2013
H36v2NjtYpWscy-6o2_T0g,BB0rPiN761dfQB5Y3w8CFg,gGyqnAlpFrka_qzpO7j4lQ,5,2015
xapmaG_B4_hjhPO_jUvBYQ,l2BPJEt2SHLnms-nNh14JQ,n-iPn34tLaqnq-dI8m8Bkw,1,2015
WTM2299rZZ6dmYMqXB1_bQ,qDgApqioN9qReeLiNytQqw,gGyqnAlpFrka_qzpO7j4lQ,3,2011
7r9Et32iByojZ1y424dFew,STDuhNHkgJ9FoH3HJsynQw,gGyqnAlpFrka_qzpO7j4lQ,4,2017
L7ubRDvEzJ2iXMvqCdjj2g,9tLTZI5cB-_ORbim_GG6VQ,_9_aqbw4ak8qFskzxHxrpQ,4,2010
Wl_bVLFphWOWxVXXnUlZcA,PNaYNMSoVZDNtvohQmehbw,PYUI1OJVksGUbCrteU68bw,4,2016
L-M-9gFlsrgAEX-drIMHkQ,kXTeiuKQ7CgWCIqEKvIfdg,usv5G5cO314pPHRTGq2Eyw,1,2016
Jol31h5Y0xTB4mLQHpKLlA,dF9DauP27z5pZRns-AGcPw,AfassS1QI0DHsqwuof9-lA,4,2007
ffImchZMhyGskpq3_afuEQ,oibVfAC8IMDPWpufnQYwNA,nQTJn9kdpU9Mns-b_qduVw,5,2012
DQMnksvuSt9FPpyM5vpMlg,x1_sp_rHxZtI8VLX_IF5cw,AfassS1QI0DHsqwuof9-lA,4,2011
bHdLrF5dlvh6brTLU9FKdA,sOvN7T6F48G-v0Iqzlf0KQ,rjuWz_AD3WfXJc03AhIO_w,5,2014
FGCStdKgfbN1uY0zHPJDDA,kqhR7c4ZhWhnkhXNHlt6tA,gGyqnAlpFrka_qzpO7j4lQ,5,2018
c1EJwoQRysO48pyv8ZZjWQ,l_TsVcsM58ZiLIglvAbWIg,nQTJn9kdpU9Mns-b_qduVw,3,2011
7hWazSwXdeFrmLKtg_CnXA,ulrRyKesfZSp2GuQTPmU-w,gGyqnAlpFrka_qzpO7j4lQ,5,2016
97eN-F2Ilm_zjdb4LGr4xA,HvE0SrE33a5hnnRSOR9a-g,2X6HUYGV7Djr_TFX6uYebA,5,2013
06UShK3ShCPlXY-vEYt1UQ,KOsm-4MfUCrKNi3mcxFcBg,mmBwAe9q062vKWanRfoagQ,5,2016
9Fqi-zWhO2HbY6mayS07Jg,5DAEFVRJu5TBhCmV-G4ihA,PYUI1OJVksGUbCrteU68bw,1,2016
y3myjDA1VTuOy5Wi2-YA4A,nZ_hV--nAx1xXozbmuGEwQ,gGyqnAlpFrka_qzpO7j4lQ,4,2009
MqG4OzM-BRhzmzQ2zi8jTA,WnP1UmehGKkCLmPlaJZ-9w,nQTJn9kdpU9Mns-b_qduVw,4,2008
qmCgXMggoirOs1Qqfomc4w,3ZcX6qJ94Fb5FY6eXup8ow,PYUI1OJVksGUbCrteU68bw,1,2018
_iFbNNt5_mmUOG9-aP8l_A,WaH25kk8oiC94aaSU8YXfQ,gGyqnAlpFrka_qzpO7j4lQ,4,2014
4S6wdR0z0A5ImAkoeCiniQ,nb_rhj6Wv_1n0P3P9jVRNw,n-iPn34tLaqnq-dI8m8Bkw,1,2017
xiCjFGKNdB-vaMTyylhFRQ,YvAzfHXa1vSlOGxIkh32Sw,AfassS1QI0DHsqwuof9-lA,5,2014
PUsU9oNUcdOmhz39sCVqIQ,UWno3Mrt2OwS1OEPFNYdhQ,_9_aqbw4ak8qFskzxHxrpQ,3,2014
BOMQYMQQbCtNUC2FQcCB0Q,IpzCgH0dck0cdYqXILn8zw,gGyqnAlpFrka_qzpO7j4lQ,5,2018
prWRbli3w3_oRnuLdzOkaA,MIRmO1q9rihLu4YS0O6QaQ,PYUI1OJVksGUbCrteU68bw,3,2016
79inth0Ym04E_xoN0aETGg,XefK6M6-fjVPAxkspAOOTg,PYUI1OJVksGUbCrteU68bw,5,2015
Ujl9tdO4tjJgnKkEq1Uq0g,kbf2_FXGWJCBOrZFFf04vQ,gGyqnAlpFrka_qzpO7j4lQ,5,2018
gz-6P0LpY4ZNAIz5AiH-Zg,rM120ueerM7Q1u-DJARL_w,rjuWz_AD3WfXJc03AhIO_w,5,2015
BqXScaa1g8PZ2ku1mhbHTg,GSVmJja9_1mjlfNgv6nOjg,vDiD0bskBRmJMawAK2YWNg,2,2012
kULzcMX4Pf_P4yYw4GRCoA,05N0X8nEHfoSn7t21MyPsg,gGyqnAlpFrka_qzpO7j4lQ,4,2016
T4zjg1qqx2Paw9Nob4mfzg,aHJ8Jqbadtw-ASIEYmYe6A,nQTJn9kdpU9Mns-b_qduVw,4,2010
zbok-ibaeVuLq998hJPDiw,IH0ToaZ8hJXO2pVieN7dpQ,n-iPn34tLaqnq-dI8m8Bkw,3,2016
v56asO7xS-pwFFqqL0j5GA,LBadHfbDwHU0Ug4Mlwd6qw,pCmaISSyKum22MOtPOxL-w,4,2015
lRpMMHbjNaWSWTTlVb5Q1g,R-WSKg7NjGyBwIjN4q47xQ,mmBwAe9q062vKWanRfoagQ,5,2012
ARBwLmlc3E4TC7i2ulYkCA,Zs8Zk3sgh5JxRmoZW4PJcg,AfassS1QI0DHsqwuof9-lA,3,2013
Jj-UDeRc198m05my5EWjzg,ihvQEcQpuulXgCKu5ozXLQ,mmBwAe9q062vKWanRfoagQ,5,2018
zf6nz1h9yIsOkQLPJ1C0eg,ZUqDnIQ16YvNNvyPyW3dzQ,gGyqnAlpFrka_qzpO7j4lQ,5,2011
wkFsO2YZS3UycqlEurb7mQ,wWa9X07Cq8EVaqJrA5QKyA,vDiD0bskBRmJMawAK2YWNg,2,2014
Pd08_Zh6sNQSlDgBOYypbg,Ox31lUQKlSQVXllvA1laww,PYUI1OJVksGUbCrteU68bw,3,2016
kcHdvCn6MoLEFKrFd59Gfw,jnP_wqOZGUsWVMwNH5jD0A,PYUI1OJVksGUbCrteU68bw,1,2015
jfeh1G21Ntmc-AThRK4DnA,iKUYTnsloHh0WfzZ4qJ_Yw,e1L7zxPnI9TeCqFexdstdw,5,2015
bzTJpNYOof8XU7KSxtzdNg,MQb4_RgMz2nvEM_P8p1NrA,PYUI1OJVksGUbCrteU68bw,3,2016
4TE1M62SW9xMiyxkmGWkOw,tbdswOcg0G4ePEuk1lJydA,52KaQ6LSMgzjqhDuHBheJQ,5,2015
6ah_3J-KDDokDAUOzJB4dQ,M42oRk_Ag2slBYmWD7l53A,AfassS1QI0DHsqwuof9-lA,5,2016
CaEO_V7zBY0YZNWJkhtG0g,-7-d8x5w5c9QolAMgPTKZg,gGyqnAlpFrka_qzpO7j4lQ,5,2013
N-NpTgHvLHXW4-leN0j1UQ,EQAghmtWV39rcoOu4Z6Zqw,AfassS1QI0DHsqwuof9-lA,4,2006
5K65XMpvh1_juaE53SnGBQ,Q0RuvOU4odzMqyi8fp_ZbA,gGyqnAlpFrka_qzpO7j4lQ,4,2015
Xvt49eFMFksxXJqRDWu8SA,xxfIhMmjyp4XcTFT4eJsUw,PYUI1OJVksGUbCrteU68bw,1,2015
LALHuZz-PtA0ZGTHnl3xMA,c972ikADFNsK373ylK58_w,gGyqnAlpFrka_qzpO7j4lQ,5,2016
2-M6qCdXi6IhWAIDTUgjXg,oTlJBuCS-9zcTuUJjWG8Jg,AfassS1QI0DHsqwuof9-lA,4,2010
O6EvyImL5u3Xb9HlEd1NIg,gW6sqRRnPywe8RMVVyZfiw,uv0dQlemI8GNm1SvBxwhFQ,5,2015
PWEMN6Uz6lEaklXa7_9i5Q,d0pszurGNbpORR5XAkSOJg,gGyqnAlpFrka_qzpO7j4lQ,5,2018
UUl1g_SKkMZO-5H2MUL6VQ,unq9-zJfSDGGUYbURUwGKw,PYUI1OJVksGUbCrteU68bw,5,2016
h36SXHmWs8wKhBY8kKmoXQ,agan7TseRzBHn3TyW1hdDw,n-iPn34tLaqnq-dI8m8Bkw,5,2014
rOSwQ7Qmmd7sz1qC9oOHHw,GBJn_T3mrcw4LPFJt7qP6Q,GphyhvJ8tX-ZZ3cDxJwdZg,4,2014
OIbKE-Gb8ab1I8rJCFmpQg,ja7uhtXlvzRzFE7JizROUQ,gGyqnAlpFrka_qzpO7j4lQ,4,2014
p2gd-2pGiKa1lONH-TaNEw,pppIHoA8b8B8Wd5t72sDxA,n-iPn34tLaqnq-dI8m8Bkw,2,2016
wl_P-CZbkvaOPrsXUP80Bg,itHAc-HUQpH9xdS-mO5l2A,PYUI1OJVksGUbCrteU68bw,5,2017
Drhelu-TIkpSQeH2mTn1kQ,aGI_wfhcJ86DJ-67Lkty8g,X46tKBT7vTEGeaYj6GkZ-g,5,2015
7z2wH3fUqYIWjGWNhcim8w,ei3O4gS4YaEfQW2vpDdYkA,nQTJn9kdpU9Mns-b_qduVw,4,2011
_pjJAndoF2K4jJ5SS0e-wA,_aSB6zAtMdT0YvP-gg4D3A,rjuWz_AD3WfXJc03AhIO_w,5,2014
GgwfLPQPGj9pr_CGayyj8w,4iRGLZ0pbCgI9zUefSlOiA,gGyqnAlpFrka_qzpO7j4lQ,5,2013
wRlbHogB1Gbwf0yc8fLBsw,NpZz1vxjm2mpQiQL6JJG_A,PYUI1OJVksGUbCrteU68bw,5,2016
9HAMjSV3bavZ66wdt7RlKw,ng2GPe0RuvOkSBeYhSLEhQ,nQTJn9kdpU9Mns-b_qduVw,2,2011
60pzfIFff5B1I0HoeVXKXQ,3VFH-yuHU-G7-BlxX5W8BQ,3dd9a6QMCZc71UNMrBfSNA,1,2014
q9Dbobi2tJclAgg_WSt27A,S1LVQshjeelBJ9qUGsslZg,GphyhvJ8tX-ZZ3cDxJwdZg,4,2014
gvWyG_X9Zjmizms9PYu6QA,UWzAJf1CxoE8UE6i4wmR2A,gGyqnAlpFrka_qzpO7j4lQ,5,2009
